beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B043,S06,366.980,374.300,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B043_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B043_DC023_OBSTRUCTION_DELETION.png,,A SECOND PROBLEM,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B043 — 16:9 WHAT IT COST
PURPOSE: A SECOND PROBLEM
NARRATION: ""The first was what the security team had done. The second was what members of that team did once investigators started asking questions.""
TEXT: ""A SECOND PROBLEM""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B043_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B044,S06,375.480,384.240,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B044_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B044_DC023_OBSTRUCTION_DELETION.png,,FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B044 — 16:9 WHAT IT COST
PURPOSE: FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS
NARRATION: ""The record admitted by eBay and described by federal prosecutors includes false statements, deletion of digital evidence, and falsified records.""
TEXT: ""FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B044_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B045,S06,385.280,394.160,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B045_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B045_DC023_OBSTRUCTION_DELETION.png,,OPERATION + CONCEALMENT,,hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B045 — 16:9 WHAT IT COST
PURPOSE: OPERATION + CONCEALMENT
NARRATION: ""A security organization that existed to reduce risk had now created two kinds of risk: the operation itself, and the effort to conceal it.""
TEXT: ""OPERATION + CONCEALMENT""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B045_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B046,S06,395.020,410.060,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T06,R6_STYLE_NEUTRAL_MAP_TIMELINE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B046_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B046_INTERNAL_INVESTIGATION.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B046_DC023_OBSTRUCTION_DELETION.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B046_INTERNAL_INVESTIGATION.png,,INTERNAL INVESTIGATION,,large event/date headline upper-left; two sequential source crops in staggered paper frames across top/right; thin connecting line; bottom kept empty,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B046 — 16:9 WHAT IT COST
PURPOSE: INTERNAL INVESTIGATION
NARRATION: ""eBay began its own internal investigation days later. By the end of August, several security employees had been placed on leave. Over time, key members of the operation were removed or terminated, and one contractor's relationship ended.""
TEXT: ""INTERNAL INVESTIGATION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B046_DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B046_INTERNAL_INVESTIGATION.png; STYLE LAST: R6_STYLE_NEUTRAL_MAP_TIMELINE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large event/date headline upper-left; two sequential source crops in staggered paper frames across top/right; thin connecting line; bottom kept empty
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B047,S06,410.900,415.800,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B047_DOJ_PROSECUTION_TRANSITION.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B047_DOJ_PROSECUTION_TRANSITION.png,,FEDERAL PROSECUTORS,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B047 — 16:9 WHAT IT COST
PURPOSE: FEDERAL PROSECUTORS
NARRATION: ""But internal discipline was only the beginning. Federal prosecutors were coming next.""
TEXT: ""FEDERAL PROSECUTORS""
ATTACH: EBAY_HQ_2018_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B047_DOJ_PROSECUTION_TRANSITION.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B048,S07,416.540,422.360,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DOJ_2020_CHARGES_BEGIN.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DC011_SEVEN_GUILTY_DOJ.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DOJ_2020_CHARGES_BEGIN.png,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,FEDERAL CASES BEGIN — 2020,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B048 — 16:9 WHAT IT COST
PURPOSE: FEDERAL CASES BEGIN — 2020
NARRATION: ""Beginning in twenty twenty, federal prosecutors brought criminal cases against people involved in the campaign.""
TEXT: ""FEDERAL CASES BEGIN — 2020""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B048_DOJ_2020_CHARGES_BEGIN.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B049,S07,423.480,429.180,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T07,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B049_DC011_SEVEN_GUILTY_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B049_DC011_SEVEN_GUILTY_DOJ.png,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,SEVEN GUILTY PLEAS,,one authentic sentencing/plea source panel upper-right; large exact outcome left; smaller supporting participant line beneath; file-tab and red rule,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B049 — 16:9 WHAT IT COST
PURPOSE: SEVEN GUILTY PLEAS
NARRATION: ""Eventually, all seven former eBay employees and contractors who were prosecuted pleaded guilty.""
TEXT: ""SEVEN GUILTY PLEAS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B049_DC011_SEVEN_GUILTY_DOJ.png; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: one authentic sentencing/plea source panel upper-right; large exact outcome left; smaller supporting participant line beneath; file-tab and red rule
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B050,S07,430.420,439.600,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T07,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B050_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B050_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,JIM BAUGH — 57 MONTHS,,stacked participant dossier sheets with only the current beat’s people/outcomes readable; headline upper-left; one source label; no dense roster grid,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B050 — 16:9 WHAT IT COST
PURPOSE: JIM BAUGH — 57 MONTHS
NARRATION: ""A guilty plea is not an allegation. It establishes criminal guilt without a trial. Jim Baugh received fifty-seven months in prison.""
TEXT: ""JIM BAUGH — 57 MONTHS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B050_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: stacked participant dossier sheets with only the current beat’s people/outcomes readable; headline upper-left; one source label; no dense roster grid
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B051,S07,440.920,449.880,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T07,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B051_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B051_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,DAVID HARVILLE — 24 MONTHS,,clean accountability board with one dominant DOJ/court source crop and 2–4 large name/status labels; headline left; no seven tiny cards; restrained paper tabs,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B051 — 16:9 WHAT IT COST
PURPOSE: DAVID HARVILLE — 24 MONTHS
NARRATION: ""David Harville received twenty-four months. Other participants received combinations of prison, probation, home confinement, and financial penalties.""
TEXT: ""DAVID HARVILLE — 24 MONTHS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B051_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: clean accountability board with one dominant DOJ/court source crop and 2–4 large name/status labels; headline left; no seven tiny cards; restrained paper tabs
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B052,S07,451.340,460.880,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC011_SEVEN_GUILTY_DOJ.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,,PERSONAL ACCOUNTABILITY,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B052 — 16:9 WHAT IT COST
PURPOSE: PERSONAL ACCOUNTABILITY
NARRATION: ""By twenty twenty-four, the individual criminal cases had produced a clear story of personal accountability. And from a distance, that can look like the ending.""
TEXT: ""PERSONAL ACCOUNTABILITY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B052_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B053,S07,462.060,468.780,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T07,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC011_SEVEN_GUILTY_DOJ.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,,ALL SEVEN PROSECUTED PLEADED GUILTY,,stacked participant dossier sheets with only the current beat’s people/outcomes readable; headline upper-left; one source label; no dense roster grid,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B053 — 16:9 WHAT IT COST
PURPOSE: ALL SEVEN PROSECUTED PLEADED GUILTY
NARRATION: ""eBay had removed key members of the security operation. The people who were federally prosecuted had pleaded guilty.""
TEXT: ""ALL SEVEN PROSECUTED PLEADED GUILTY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B053_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: stacked participant dossier sheets with only the current beat’s people/outcomes readable; headline upper-left; one source label; no dense roster grid
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
